Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
110,1,6mmfo5q4m9zdbpl1cgqv5muhh,164958,78,26,Right Winger,Keven Steven,Alemán Bustos,K. Alemán,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,42,19,16,0.29,0,0,0.00,1,0,0,0,0,4,0,0,7,2,0,0,63,6,0,0,0,0,0.0%,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,4,35,2,21.4%,83.3%,21,12,2,13,2,27,0,18.5,1,-,0,0.00,14,0,1,0,0,3,44.4%,0,0,0,0.29,0.00,0.29,0,0,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,6mmfo5q4m9zdbpl1cgqv5muhh:2126249,EDM vs HFX (2020-08-27)
110,1,6o11en42rzgf741oqqlu9a47p,159509,90,25,Left Centre Back,Luca,Gasparotto,L. Gasparotto,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,49,30,9,0.04,0,0,0.00,0,0,0,0,0,0,0,0,11,0,0,0,63,1,1,0,4,8,100.0%,3,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,38,24,1,40.8%,79.6%,17,0,22,0,30,19,0,21.0,0,88.9%,9,0.00,0,0,0,0,0,0,55.0%,6,2,0,0.00,0.04,0.04,0,0,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,6o11en42rzgf741oqqlu9a47p:2126220,Y9 vs ATO (2020-08-15)
110,1,7lqj7hx4na2kvl5doan797vmx,250776,90,25,Right Centre Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,9,2,43,17,15,0.33,1,0,0.00,1,0,0,0,0,1,0,0,13,1,0,0,63,3,1,1,0,3,66.7%,1,1,6,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,21,33,4,48.8%,74.4%,20,2,10,5,13,25,0,21.6,1,88.9%,9,0.00,0,0,1,1,0,0,57.1%,1,2,0,0.00,0.33,0.33,0,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,7lqj7hx4na2kvl5doan797vmx:2126218,FOR vs CAV (2020-08-14)
110,1,37pbdttxfaqvayoufo0q0dxey,453335,90,21,Left Back,Diyaeddine,Abzi,D. Abzi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,27,11,8,0.00,0,0,0.00,0,0,0,0,0,3,0,0,6,1,0,0,63,4,2,1,4,12,100.0%,5,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,24,25,0,25.9%,70.4%,10,6,3,6,8,13,0,21.1,0,0.0%,1,0.00,0,0,0,0,1,1,14.3%,9,2,1,0.00,0.00,0.00,0,0,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,37pbdttxfaqvayoufo0q0dxey:2126232,PAC vs Y9 (2020-08-19)
110,1,7yfwpe3tltsxez80puqy7hoet,95575,90,28,Defensive Midfielder,Joseph,Di Chiara,J. Di Chiara,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,1,3,2,1,0,0,1,0,1,1,1,0,0,2,0,0,1,0,1,0,1,2,1,1,1,39,15,22,0.94,2,0,0.00,1,0,0,0,0,1,0,0,11,1,0,0,63,6,4,2,1,10,75.0%,3,1,7,1,1,0,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,17,20,26,3,35.9%,94.9%,19,8,10,9,11,19,0,19.6,2,-,0,0.00,24,0,1,1,0,0,85.7%,5,5,0,0.09,0.85,0.15,0,0,Y9 vs FOR,2020-08-26,7tyu476shfl4lg1dm54shvt3o,15377,7yfwpe3tltsxez80puqy7hoet:2126246,Y9 vs FOR (2020-08-26)
110,1,3wyn5e0uz5jfilp065m3qynoq,501450,80,24,Central Midfielder,Aboubacar,Sissoko,A. Sissoko,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,50,19,25,0.03,0,0,0.00,0,0,0,0,0,3,0,0,5,2,0,0,63,7,0,3,0,3,75.0%,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,17,33,0,32.0%,88.0%,26,6,12,8,14,28,0,20.0,1,-,0,0.00,18,0,0,0,0,0,75.0%,2,1,0,0.03,0.00,0.03,0,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,3wyn5e0uz5jfilp065m3qynoq:2126238,HFX vs FOR (2020-08-20)
116,1,csicvwhik2guponydus9zt0x5,223629,90,23,Central Midfielder,Erik,Zetterberg,E. Zetterberg,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,43,18,19,0.05,0,0,0.49,0,1,2,1,3,5,0,0,4,3,0,0,62,5,0,1,3,4,100.0%,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,51,0,30.2%,86.0%,34,2,1,3,1,39,0,25.8,0,-,0,0.00,0,0,0,0,0,5,76.9%,0,4,0,0.00,0.05,0.05,3,0,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,csicvwhik2guponydus9zt0x5:2126225,FOR vs EDM (2020-08-16)
116,1,ddyudctrqh7j4vqoofwg0oull,232384,90,21,Right Midfielder,Malyk,Hamilton,M. Hamilton,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,32,14,13,0.00,0,0,0.07,0,0,0,1,1,2,0,0,2,1,0,0,62,3,0,1,1,4,100.0%,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,13,23,0,43.8%,84.4%,11,8,8,9,9,14,0,14.4,0,-,0,0.00,0,0,0,0,8,8,78.6%,3,1,0,0.00,0.00,0.00,1,0,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,ddyudctrqh7j4vqoofwg0oull:2126235,ATO vs VAL (2020-08-19)
116,1,ezyu9w01guirieddjudeln1lh,209503,90,27,Central Midfielder,Allan,Zebie,A. Zebie,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,51,21,22,0.00,0,0,0.07,0,0,0,2,2,1,0,0,7,1,0,0,62,3,2,3,1,6,100.0%,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,15,38,1,33.3%,84.3%,27,7,9,8,10,33,0,16.1,0,50.0%,2,0.00,0,0,0,0,0,0,64.7%,4,2,0,0.00,0.00,0.00,2,0,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,ezyu9w01guirieddjudeln1lh:2126254,VAL vs EDM (2020-08-29)
116,1,6rsihixcpnuyulgk4giwpzvth,228121,88,25,Right Back,Dominic,Samuel,D. Samuel,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,33,8,17,0.04,0,0,0.00,0,0,0,0,0,3,0,0,4,2,0,0,62,4,1,0,1,4,100.0%,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,10,29,1,45.5%,75.8%,14,7,4,9,5,19,0,15.8,0,0.0%,1,0.00,25,0,0,0,2,2,60.0%,3,1,0,0.04,0.00,0.04,0,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,6rsihixcpnuyulgk4giwpzvth:2126238,HFX vs FOR (2020-08-20)
116,1,6rsihixcpnuyulgk4giwpzvth,228121,74,25,Right Back,Dominic,Samuel,D. Samuel,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,29,12,10,0.00,0,0,0.15,0,0,0,1,1,4,1,1,11,3,0,0,62,5,3,0,1,7,100.0%,3,2,5,0,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,26,23,2,41.4%,75.9%,11,4,7,4,12,13,0,14.5,0,50.0%,2,0.00,0,0,0,0,0,0,58.3%,3,4,0,0.00,0.00,0.00,1,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,6rsihixcpnuyulgk4giwpzvth:2126242,FOR vs PAC (2020-08-22)
116,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,46,30,6,0.00,0,0,0.00,0,0,0,0,0,2,0,0,6,2,0,0,62,1,0,0,3,9,-,6,3,7,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,53,9,0,50.0%,78.3%,5,0,31,0,39,7,0,25.9,0,100.0%,2,0.00,0,0,0,0,0,0,60.9%,7,2,0,0.00,0.00,0.00,0,2,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15378,9rwo2uejpeqqkmy6lgacm0ley:2126245,PAC vs VAL (2020-08-26)
116,1,7y21qqftugy5rfncz7atrue7e,484561,78,25,Left Back,Duran,Lee,D. Lee,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,29,16,6,0.00,0,0,0.05,0,0,0,1,1,2,0,0,11,2,0,0,62,6,2,3,0,8,100.0%,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,23,27,0,31.0%,75.9%,12,2,8,3,9,17,0,16.2,0,50.0%,6,0.00,0,0,0,0,1,1,44.4%,3,5,0,0.00,0.00,0.00,1,0,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,7y21qqftugy5rfncz7atrue7e:2126249,EDM vs HFX (2020-08-27)
116,1,49rr75teem0kobuhr4cesh756,484653,64,20,Right Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,41,24,12,0.00,0,0,0.06,0,0,0,1,1,0,0,0,6,0,0,0,62,2,0,2,1,7,66.7%,3,1,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,35,1,22.0%,87.8%,24,6,6,7,6,28,0,18.8,1,100.0%,1,0.00,0,0,0,0,3,3,55.6%,5,1,1,0.00,0.00,0.00,1,0,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,49rr75teem0kobuhr4cesh756:2126240,EDM vs CAV (2020-08-21)
116,1,6f3bomrp6vjzdcasrvoq5c4x5,448292,90,23,Left Back,Fugo,Segawa,F. Segawa,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,45,17,21,0.00,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,62,2,0,3,2,6,100.0%,1,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,32,0,42.2%,84.4%,24,5,9,5,15,25,0,17.5,0,33.3%,3,0.00,0,0,0,0,1,1,68.4%,4,2,0,0.00,0.00,0.00,0,0,EDM vs Y9,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,6925,6f3bomrp6vjzdcasrvoq5c4x5:2126259,EDM vs Y9 (2020-09-02)
116,1,7yio8rqcy9vth90ps5f5j0s0l,243904,90,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,36,16,8,0.00,0,0,0.00,0,0,0,0,0,0,0,0,8,0,0,0,62,4,2,5,4,17,77.8%,4,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,29,24,0,36.1%,66.7%,13,3,8,5,13,18,0,19.0,2,100.0%,1,0.00,0,0,0,0,1,1,38.5%,15,2,0,0.00,0.00,0.00,0,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,7yio8rqcy9vth90ps5f5j0s0l:2126238,HFX vs FOR (2020-08-20)
126,1,b84lif9t7gwlw9ou9izawvumt,40345,90,33,Right Centre Back,David,Edgar,D. Edgar,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,48,23,13,0.08,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,61,3,0,1,0,8,100.0%,7,4,5,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,23,1,56.3%,75.0%,15,1,20,1,26,21,0,22.1,0,100.0%,4,0.00,0,0,0,0,0,0,59.3%,8,0,0,0.00,0.08,0.08,0,0,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,16614,b84lif9t7gwlw9ou9izawvumt:2126257,ATO vs FOR (2020-08-30)
126,1,cseaof8mo75i2fufyg0b4bpat,133078,67,25,Right Midfielder,Fraser,Aird,F. Aird,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,6,2,40,8,24,0.86,1,0,0.15,1,0,1,2,3,3,0,0,2,0,1,1,61,4,0,0,0,1,-,1,0,5,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,33,6,22,1,35.0%,80.0%,13,16,3,21,4,15,0,19.6,0,-,0,0.00,25,0,1,1,4,5,64.3%,1,0,0,0.03,0.83,0.07,3,0,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,cseaof8mo75i2fufyg0b4bpat:2126235,ATO vs VAL (2020-08-19)
126,1,7ehcrcdv82ib5fkpo3498gpgp,244929,90,24,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,36,17,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,61,6,1,1,2,9,66.7%,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,30,21,0,41.7%,66.7%,13,3,8,4,15,17,0,17.6,1,40.0%,5,0.00,0,0,0,0,0,0,40.0%,8,1,0,0.00,0.00,0.00,0,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,7ehcrcdv82ib5fkpo3498gpgp:2126218,FOR vs CAV (2020-08-14)
126,1,c71o8hujd9joixq9ge68i4qg9,156664,90,24,Left Midfielder,Nathan,Mavila,N. Mavila,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4,1,27,9,13,0.46,0,0,0.03,1,0,0,1,1,4,0,0,6,1,0,0,61,7,0,0,2,2,0.0%,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,27,2,44.4%,81.5%,14,4,4,5,5,17,0,24.3,2,80.0%,5,0.00,9,0,1,0,5,8,75.0%,1,0,1,0.41,0.05,0.46,1,0,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,16614,c71o8hujd9joixq9ge68i4qg9:2126251,ATO vs CAV (2020-08-27)
126,1,2xr4zmz44j3klssbanayqqy21,206339,90,29,Left Centre Back,Milovan,Kapor,M. Kapor,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,45,31,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,61,6,0,0,4,11,0.0%,7,5,6,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,44,17,0,26.7%,84.4%,12,0,26,0,29,16,0,23.0,2,50.0%,2,0.00,0,0,0,0,0,0,50.0%,10,1,0,0.00,0.00,0.00,0,1,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,2xr4zmz44j3klssbanayqqy21:2126220,Y9 vs ATO (2020-08-15)
126,1,76lz7mhivihluvwrvf2rmdlnt,421816,90,20,Right Back,Jake,Ruby,J. Ruby,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,30,14,10,0.10,0,0,0.00,0,0,0,0,0,1,0,0,3,0,0,0,61,9,0,2,1,5,28.6%,2,2,8,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,25,21,3,43.3%,80.0%,10,4,10,5,12,13,0,15.6,5,50.0%,2,0.00,10,0,0,0,2,2,69.2%,4,1,0,0.10,0.00,0.10,0,1,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,76lz7mhivihluvwrvf2rmdlnt:2126221,HFX vs PAC (2020-08-15)
126,1,37pbdttxfaqvayoufo0q0dxey,453335,85,21,Left Back,Diyaeddine,Abzi,D. Abzi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,25,7,6,0.00,0,0,0.08,0,0,0,1,1,5,2,0,1,0,0,0,61,4,0,1,1,2,100.0%,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,26,13,22,2,32.0%,52.0%,7,3,3,7,7,11,0,20.2,0,-,0,0.00,0,0,0,0,5,8,25.0%,1,0,1,0.00,0.00,0.00,1,0,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,37pbdttxfaqvayoufo0q0dxey:2126241,Y9 vs VAL (2020-08-22)
126,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,48,23,11,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,61,3,0,2,2,9,100.0%,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,34,26,0,60.4%,70.8%,19,0,15,1,22,25,0,23.3,0,-,0,0.00,0,0,0,0,0,0,55.2%,8,1,0,0.00,0.00,0.00,0,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,4c5w90f125c6det9gu0ljmgnp:2126238,HFX vs FOR (2020-08-20)
126,1,6re5keaha87h6kc01848h53ah,243956,90,26,Left Midfielder,Victor,Blasco,Victor Blasco,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,37,8,21,0.06,0,1,0.69,0,0,2,1,3,4,0,0,5,2,0,0,61,6,0,1,1,3,100.0%,1,1,5,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,33,5,23,3,21.6%,78.4%,16,11,2,16,2,19,0,20.6,0,0.0%,1,0.00,14,0,0,0,5,9,50.0%,2,1,0,0.06,0.00,0.06,2,0,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,6re5keaha87h6kc01848h53ah:2126232,PAC vs Y9 (2020-08-19)
126,1,c5afaf96xtx4341sic680d711,94705,90,29,Right Back,Stefan,Cebara,S. Cebara,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,41,15,18,0.00,0,0,0.00,0,0,0,0,0,3,0,0,4,2,0,0,61,3,1,0,1,3,100.0%,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,14,24,23,0,41.5%,80.5%,13,9,11,9,14,18,0,16.3,0,100.0%,1,0.00,0,0,0,0,1,1,70.6%,2,1,0,0.00,0.00,0.00,0,0,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,c5afaf96xtx4341sic680d711:2126228,VAL vs CAV (2020-08-16)
