Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
101,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,3,2,0,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,7,3,86,12,403,144,161,0.92,0,0,0.59,1,0,1,9,10,22,2,2,58,16,0,0,612,60,10,13,17,65,67.60%,21,9,56,2,2,8,2,3,4,3,1,0,0,1,0,0,0,0,0,0,6,0,0,4,1,1,0,4,4,2,0,2,0,3,2,0,0,3,2,4,15,160,185,267,22,39.00%,75.70%,177,57,71,105,211,1,22.1,11,34.50%,29,0.99,HFX vs VAL,2019-09-21,5enhkotsmczkzt7pdnznb6zxm,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052454,HFX vs VAL (2019-09-21)
101,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,6,2,4,2,8,2,0,0,0,0,3,1,3,1,2,3,0,3,3,8,74,15,433,189,155,3.45,4,3,3.01,6,5,6,12,18,12,3,2,52,8,1,1,612,43,6,6,6,28,50.00%,9,5,63,2,1,13,3,4,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,178,183,251,33,41.60%,79.40%,158,61,125,151,200,0,21.5,12,74.10%,27,0.26,CAV vs VAL,2019-10-03,5idvsd95cy7kruwzuxt7aghgq,15378,41ewt71n8fqwy6trsqta1bjvu:1052460,CAV vs VAL (2019-10-03)
104,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,4,2,4,3,0,0,2,0,1,0,1,1,0,2,0,0,3,2,68,44,405,152,141,0.9,1,1,0.6,1,1,3,4,7,11,0,0,44,2,1,0,608,40,3,11,8,30,93.30%,8,2,66,6,1,4,4,4,4,2,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,1,10,15,151,210,247,13,43.50%,72.30%,135,48,110,162,179,0,18.6,1,66.70%,27,1.2,EDM vs FOR,2019-07-27,53g0lnf436lqjdeojawdin2i2,15377,73xrv2025rnj0t3y9ayp83bec:1052424,EDM vs FOR (2019-07-27)
105,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,1,7,4,3,2,3,10,4,0,0,2,0,2,0,2,0,5,1,0,2,4,7,94,29,393,149,121,3.73,2,1,2.12,6,4,3,5,8,20,0,0,56,9,0,0,607,47,7,9,7,42,76.20%,19,7,72,7,1,7,3,4,5,2,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,2,6,4,178,198,231,23,50.10%,68.70%,132,60,78,131,183,0,23.4,5,56.80%,37,1.09,CAV vs FOR,2019-10-10,548tpbwhe2nvkm81pqgvsrjai,15377,41ewt71n8fqwy6trsqta1bjvu:1052425,CAV vs FOR (2019-10-10)
106,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,5,3,0,1,1,0,1,1,0,0,2,0,0,1,1,1,1,0,4,3,44,29,409,190,146,2.35,2,1,1.25,5,3,3,5,8,30,2,1,60,17,0,0,606,51,5,15,16,51,87.00%,15,8,68,9,0,3,3,4,11,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8,18,132,190,284,18,33.30%,82.20%,185,53,98,131,210,0,19.4,3,35.30%,17,0.16,FOR vs EDM,2019-05-29,4qwuoebydeda6hc2t7c8ky8a2,6925,c2pdzdl3dgf5b0siidn2ay5ii:1052393,FOR vs EDM (2019-05-29)
106,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,3,0,2,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,2,3,59,43,376,186,88,1.17,1,1,1.06,1,1,0,6,6,12,0,0,51,5,2,1,606,61,7,13,15,63,66.70%,27,11,55,5,0,9,1,5,7,1,0,1,0,1,3,0,2,2,0,0,6,0,0,1,6,2,0,4,5,1,1,4,0,0,0,0,0,3,5,2,17,66,266,274,11,42.00%,72.90%,148,18,108,152,197,0,17.1,10,46.40%,28,2.76,CAV vs YK9,2019-05-04,4kj2hnlgvv3ncwouftn614siy,15381,cqthcpums3aas2tdy0qhlkuwa:1052379,CAV vs YK9 (2019-05-04)
108,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,2,1,0,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,58,24,416,200,134,1.13,1,0,1.1,1,1,1,8,9,15,0,0,41,10,0,0,604,54,4,9,5,38,52.00%,19,7,48,3,2,8,4,1,5,0,1,0,0,0,0,0,0,0,0,0,5,1,0,3,2,0,0,4,4,1,1,1,0,1,2,0,0,0,1,2,13,145,232,227,15,37.70%,80.30%,149,63,122,160,179,0,19.2,12,40.00%,20,1.24,CAV vs YK9,2019-07-21,52so1blu4db5n9tx8m6lq2noq,15382,41ewt71n8fqwy6trsqta1bjvu:1052421,CAV vs YK9 (2019-07-21)
109,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,2,3,0,1,7,1,0,0,1,0,1,1,1,1,3,1,0,1,1,7,75,31,411,130,175,1.89,2,2,1.72,3,3,1,8,9,10,0,0,51,3,0,0,602,70,6,18,9,49,80.00%,16,7,59,6,5,10,2,4,3,1,0,2,0,0,0,1,2,2,0,0,2,0,0,1,1,0,0,2,1,1,0,1,0,0,1,0,0,2,4,0,16,158,201,243,12,40.90%,74.20%,147,68,90,136,190,0,19.9,6,40.50%,37,2.73,PAC vs YK9,2019-05-18,4o4p0koos9zpm6n7zu3b8p0fe,15382,b3436h8h14zw7f1uv6w9vqf6y:1052387,PAC vs YK9 (2019-05-18)
109,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,3,2,2,2,5,2,0,0,0,0,1,0,1,1,0,2,0,0,2,5,55,30,384,157,142,1.19,1,1,1.15,1,1,4,9,13,24,1,0,62,11,2,1,602,58,13,22,11,56,74.50%,10,6,59,1,4,7,3,2,2,4,0,0,1,0,0,0,1,0,1,0,4,0,0,2,2,0,0,4,2,2,1,1,0,0,2,0,0,0,3,0,12,153,222,227,23,41.70%,77.90%,143,48,108,154,167,0,20.3,12,47.40%,19,1.25,PAC vs FOR,2019-09-05,5csq6qhbz3695no5qnz9f91ey,15377,b3436h8h14zw7f1uv6w9vqf6y:1052447,PAC vs FOR (2019-09-05)
111,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,4,0,0,2,3,1,0,0,0,0,3,0,3,0,0,0,2,1,4,3,85,19,404,168,132,1.88,3,3,1.84,5,5,1,7,8,23,3,0,46,9,0,0,599,63,7,8,7,32,57.70%,9,4,54,6,3,4,2,1,8,0,1,0,0,0,1,1,0,0,0,0,3,0,1,1,3,0,0,3,1,2,0,1,0,0,0,0,0,5,1,6,11,160,163,276,21,38.60%,74.30%,159,50,91,115,214,0,18.6,11,35.50%,31,1.15,FOR vs PAC,2019-09-28,5h1oq9agzghyfb9760q0xsd4a,15380,c2pdzdl3dgf5b0siidn2ay5ii:1052458,FOR vs PAC (2019-09-28)
111,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,2,1,7,3,0,0,0,0,0,0,0,0,1,1,0,0,3,4,72,16,379,160,131,0.7,0,0,0.39,0,0,3,4,7,26,1,0,64,17,0,0,599,68,7,16,8,59,65.70%,27,10,43,2,0,8,3,2,6,2,0,0,0,0,0,0,1,1,0,0,4,0,0,1,3,0,0,4,3,1,2,1,0,1,0,0,1,4,2,2,11,142,210,247,17,39.80%,76.80%,147,43,101,138,186,0,21,12,32.50%,40,2.17,HFX vs VAL,2019-08-05,55d85hhlkc9owz467arxm66wa,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052429,HFX vs VAL (2019-08-05)
113,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,3,0,1,2,5,4,0,0,0,0,0,0,0,0,1,0,0,0,3,4,79,36,347,116,116,0.96,0,0,0.75,1,1,1,6,7,23,1,1,70,13,1,1,598,50,11,18,9,60,76.30%,17,6,75,3,5,5,2,7,5,4,1,0,0,0,1,1,0,0,0,0,5,0,0,2,3,0,0,5,4,1,1,2,1,1,0,0,0,2,0,4,12,150,209,239,19,45.20%,66.90%,122,40,70,116,168,0,20.6,9,64.00%,25,0.65,YK9 vs HFX,2019-06-22,4v7kvm443j8j9oc0k0kr5fa7e,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052401,YK9 vs HFX (2019-06-22)
114,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,6,4,2,0,2,6,6,1,1,0,0,1,0,0,0,0,0,0,1,5,7,89,28,394,155,122,1.74,1,0,0.79,3,2,1,7,9,11,0,0,63,4,0,0,597,49,5,16,6,44,67.70%,17,5,65,3,2,4,4,3,13,2,1,0,0,0,0,0,0,0,0,1,4,1,0,2,2,0,0,3,2,2,0,2,0,1,1,0,0,2,1,4,7,165,200,232,15,42.90%,70.30%,124,46,107,150,176,0,22.4,10,51.20%,41,0.8,EDM vs CAV,2019-09-12,5d39lhqhi4m6uwfvxw1ghdfu2,6925,41ewt71n8fqwy6trsqta1bjvu:1052448,EDM vs CAV (2019-09-12)
115,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,2,3,2,1,5,3,0,0,0,0,1,0,0,1,1,1,0,0,2,6,63,13,428,187,165,0.6,1,1,0.42,0,0,2,7,9,17,0,0,51,8,0,0,594,58,8,13,7,41,65.60%,12,5,40,5,1,6,5,6,4,1,0,0,0,0,0,0,3,2,1,0,4,0,1,0,1,1,0,3,4,0,1,2,0,1,2,0,0,0,3,4,11,139,194,261,16,36.40%,82.20%,188,57,107,134,223,0,18.1,11,25.90%,27,1.81,VAL vs YK9,2019-07-01,4ygmge1gwxxwqy6493t10br6y,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052409,VAL vs YK9 (2019-07-01)
115,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,6,2,3,2,6,3,1,1,0,0,2,1,2,0,0,1,1,2,6,7,81,27,397,142,147,3.23,3,2,1.8,5,4,3,8,11,20,2,1,60,14,0,0,594,50,7,6,11,35,61.90%,10,5,51,4,1,4,2,5,11,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,165,161,268,34,43.60%,72.80%,174,49,66,109,214,2,20.5,8,39.00%,41,0.36,CAV vs EDM,2019-10-19,5nw6ub2q95ptd6n71ec66yp9m,6925,41ewt71n8fqwy6trsqta1bjvu:1052470,CAV vs EDM (2019-10-19)
117,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,7,5,2,3,2,1,0,0,0,0,0,2,0,1,0,1,0,2,0,3,4,90,23,380,109,158,1.3,2,2,1.26,2,2,2,10,12,28,1,0,53,16,0,0,593,64,6,10,19,61,59.30%,23,15,62,2,2,7,1,6,4,1,1,1,0,0,1,0,0,0,0,0,6,0,0,3,3,0,0,6,2,4,0,3,0,2,1,0,0,1,0,8,9,133,196,264,26,40.30%,70.30%,156,49,62,108,203,0,21.5,11,28.60%,35,0.99,YK9 vs FOR,2019-05-25,4p3yxc6c1bq7vi5foh0praaga,15382,c2pdzdl3dgf5b0siidn2ay5ii:1052389,YK9 vs FOR (2019-05-25)
118,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,69,36,402,189,108,0.85,0,0,0.82,1,1,2,4,6,16,1,0,60,9,1,1,592,58,11,16,15,57,65.90%,14,3,58,2,0,11,1,1,3,2,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4,3,1,0,2,0,4,0,0,0,0,0,0,7,106,241,245,15,38.30%,73.90%,137,40,120,169,185,0,21.3,14,52.60%,38,0.77,YK9 vs EDM,2019-06-19,4u47motvg0trb2dkt4bpnbsyy,15382,73xrv2025rnj0t3y9ayp83bec:1052400,YK9 vs EDM (2019-06-19)
119,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,4,1,2,1,5,1,1,1,2,0,2,0,1,1,2,2,0,1,3,3,77,19,420,180,144,2.5,2,1,1.41,3,2,1,6,7,15,0,0,53,5,0,0,589,57,3,13,7,38,66.70%,13,8,53,4,4,6,3,2,8,1,1,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,2,1,1,0,0,0,0,2,0,0,1,0,8,10,151,165,273,20,29.80%,77.10%,171,60,93,124,218,0,21.9,8,46.30%,41,0.25,EDM vs HFX,2019-08-01,54z41r8o8eup2jsrcdonvopka,15376,73xrv2025rnj0t3y9ayp83bec:1052427,EDM vs HFX (2019-08-01)
119,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,5,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,4,44,25,402,196,137,1.23,0,0,0.49,0,0,3,5,8,15,2,0,61,11,0,0,589,44,5,19,5,49,85.70%,19,6,52,6,1,8,3,5,8,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4,15,116,202,271,11,32.80%,82.80%,184,40,109,133,217,0,19.3,4,50.00%,20,0.61,PAC vs HFX,2019-04-28,4itgc6bq5l5c7iv5k27xex9wq,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052376,PAC vs HFX (2019-04-28)
119,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,5,5,0,2,0,6,2,0,0,1,0,1,0,0,0,2,0,0,1,2,7,51,31,360,191,87,1.42,1,1,1.26,2,2,4,7,11,21,1,0,60,14,0,0,589,45,6,16,10,62,73.30%,29,14,51,5,6,6,1,5,9,3,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,3,0,6,90,271,228,20,37.80%,77.20%,126,21,131,163,164,1,19.7,8,47.40%,19,1.74,HFX vs YK9,2019-05-29,4qj49w97y7akocf4ixxx38r56,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052392,HFX vs YK9 (2019-05-29)
122,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,4,2,2,0,7,5,0,0,1,0,0,0,0,0,1,2,0,0,7,3,65,19,394,175,135,0.98,0,0,0.79,1,1,4,6,10,24,1,0,63,12,0,0,588,58,6,15,10,36,80.80%,4,3,62,5,1,5,3,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,17,146,210,232,17,40.90%,78.70%,137,47,126,154,174,0,20.8,5,53.80%,39,0.02,HFX vs EDM,2019-09-02,5bq4jk75i9rlsdkao5607vo16,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052445,HFX vs EDM (2019-09-02)
123,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,3,1,3,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,5,2,71,26,421,172,152,0.56,0,0,0.49,0,0,2,7,9,21,1,0,50,15,0,0,584,62,3,8,6,23,37.90%,6,2,60,4,1,5,2,4,6,4,0,0,0,0,0,0,4,4,0,0,5,0,0,1,1,1,0,4,3,2,2,2,0,3,1,0,0,2,4,4,11,124,185,275,19,38.00%,77.00%,178,42,104,139,218,0,18.7,18,39.40%,33,3.28,VAL vs YK9,2019-10-17,5ncl09fzjg81svtrbszlddpbe,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052468,VAL vs YK9 (2019-10-17)
124,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,3,0,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,67,20,406,191,128,1.37,0,0,1.21,3,3,1,6,7,13,1,0,48,7,1,1,583,45,3,10,15,41,72.20%,11,5,57,4,4,6,3,3,10,0,0,1,0,0,1,0,2,2,0,0,2,0,1,0,0,1,0,1,2,0,0,1,0,0,2,0,0,1,2,0,15,84,192,307,14,40.90%,78.60%,180,33,106,133,234,0,18.4,5,63.20%,19,1.74,VAL vs HFX,2019-08-29,5baupxq5dl73qe6ul59gyjucq,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052443,VAL vs HFX (2019-08-29)
125,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,1,1,3,0,8,2,0,0,0,0,1,0,1,0,4,0,0,1,2,4,41,29,407,203,134,2.17,1,1,2.13,5,5,4,8,13,9,0,0,49,4,1,1,582,38,4,6,9,40,83.30%,17,12,49,1,4,10,1,6,11,3,0,0,0,0,0,1,1,1,0,0,5,0,0,2,2,0,0,5,2,3,0,3,0,0,3,0,0,1,2,4,11,131,222,229,16,34.40%,82.80%,153,65,119,155,175,0,19.3,2,70.40%,27,1.78,VAL vs CAV,2019-07-27,530lm3c4uulydfwbm4xgjk3my,15378,41ewt71n8fqwy6trsqta1bjvu:1052423,VAL vs CAV (2019-07-27)
126,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,2,1,1,4,4,1,0,0,0,0,1,0,1,0,1,0,1,0,3,3,78,15,389,172,124,0.75,1,0,0.63,0,0,0,8,8,10,1,1,56,6,0,0,581,57,7,14,10,58,80.80%,25,12,56,2,4,13,1,4,6,1,1,0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,2,12,111,223,247,14,41.60%,76.10%,175,22,99,143,204,0,21.3,5,50.00%,40,0.83,PAC vs EDM,2019-09-14,5dn16vvqaa96vbba40es3uq22,6925,b3436h8h14zw7f1uv6w9vqf6y:1052451,PAC vs EDM (2019-09-14)
127,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,5,5,0,0,2,3,2,0,0,0,0,1,0,1,0,1,0,0,1,2,5,79,29,354,136,110,1,1,0,0.38,1,0,0,8,8,27,1,1,73,10,0,0,580,71,20,18,11,64,79.20%,15,4,60,5,5,10,1,5,7,3,1,1,0,0,0,1,0,0,0,0,3,0,0,1,2,0,1,3,3,0,1,0,0,1,0,1,0,1,1,6,12,148,201,231,17,47.50%,69.50%,107,46,93,133,161,0,20,10,46.40%,28,0.51,FOR vs CAV,2019-10-16,5n3wpjv5f0ccbrfa73tl80qju,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052467,FOR vs CAV (2019-10-16)
128,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,2,3,1,1,6,3,0,0,1,0,1,0,1,0,0,0,1,0,6,5,56,23,347,128,140,1.02,1,1,0.91,1,1,1,10,11,19,1,0,55,8,1,1,578,54,15,9,10,62,80.00%,25,14,63,5,1,8,2,4,8,5,1,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0,2,0,0,0,1,0,0,0,2,0,8,21,142,180,256,20,40.90%,77.20%,146,49,73,98,188,1,19.3,6,62.50%,16,0.27,FOR vs CAV,2019-08-25,5a9bdy2gwxymhiu0vyvisb88a,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052440,FOR vs CAV (2019-08-25)
128,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,3,2,2,3,7,4,0,0,0,0,2,0,1,0,1,0,0,2,4,7,67,41,335,117,110,1.64,2,0,0.76,3,1,2,8,10,21,0,0,68,12,0,0,578,48,10,14,17,70,85.70%,26,7,73,8,1,8,4,6,5,2,0,0,0,0,1,0,1,1,0,0,3,0,0,1,1,0,0,3,3,0,0,2,1,0,1,0,0,5,2,2,14,144,213,221,11,49.90%,67.80%,118,39,70,124,152,0,19.1,4,68.00%,25,0.8,HFX vs FOR,2019-05-04,4jopa68wp2k7cntkj4s506hka,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052378,HFX vs FOR (2019-05-04)
128,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,2,1,13,8,1,1,1,0,2,0,0,0,2,0,1,1,7,9,63,21,392,157,151,2.15,2,0,0.52,2,0,2,10,12,20,3,1,56,9,1,0,578,51,5,12,9,42,51.50%,16,4,50,5,1,5,4,4,9,1,0,0,0,0,1,0,2,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,3,4,8,158,173,247,27,34.40%,78.60%,158,59,91,114,199,0,21,16,56.50%,23,1.84,VAL vs PAC,2019-08-01,54mahj8dskbuvxhxkg9wqcv3e,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052426,VAL vs PAC (2019-08-01)
131,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,52,27,391,193,119,0.45,0,0,0.38,0,0,0,9,9,27,1,1,55,21,0,0,576,46,5,12,7,37,68.00%,12,6,56,4,4,8,1,5,3,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,2,14,116,212,248,21,39.10%,79.80%,149,48,115,139,188,1,17.1,8,72.70%,11,1.06,HFX vs CAV,2019-08-10,56cafkdiwsx3musxydvg9ydm2,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052431,HFX vs CAV (2019-08-10)
131,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,1,1,7,4,1,1,0,0,1,0,0,0,1,0,0,1,2,8,91,25,381,134,131,1.29,1,0,0.41,1,0,3,6,9,10,0,0,42,5,0,0,576,49,3,9,11,38,66.70%,14,5,62,2,2,6,2,4,5,3,0,1,0,0,0,0,1,1,0,1,3,0,0,0,2,1,0,2,3,0,3,0,0,0,1,0,0,2,2,4,16,102,172,302,15,45.10%,69.60%,168,20,77,109,226,0,19.6,6,51.70%,29,1.27,HFX vs PAC,2019-10-09,5m1xy5ksfqgdrzx3gtiaqka5m,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052466,HFX vs PAC (2019-10-09)
133,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,2,4,3,1,3,3,1,1,1,0,2,1,1,0,0,0,1,2,4,5,54,33,402,166,149,1.36,3,2,0.47,1,0,1,8,9,17,1,1,53,10,0,0,575,58,3,13,10,48,57.10%,21,8,48,1,2,9,5,2,7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,11,131,197,247,15,39.30%,78.40%,164,55,96,139,195,0,18.4,12,45.50%,33,1.12,VAL vs EDM,2019-08-20,592lweqfjtzxi567zh14vv6ne,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052438,VAL vs EDM (2019-08-20)
134,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,4,2,3,3,8,3,0,0,0,0,1,0,1,0,0,1,0,1,6,7,67,13,395,178,137,2.31,1,1,1.81,2,2,0,14,14,17,1,0,51,9,0,0,574,58,3,9,7,28,52.20%,8,3,38,2,3,4,2,5,11,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,1,0,0,2,0,2,0,1,0,1,0,0,0,2,2,4,17,157,204,213,20,36.20%,79.70%,136,73,106,142,164,0,22.6,11,41.40%,29,1.86,PAC vs VAL,2019-08-24,59rvi4n7b87w3y0wrthvblqwa,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052439,PAC vs VAL (2019-08-24)
135,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,0,2,2,0,0,2,3,2,0,0,1,0,1,0,1,0,0,1,0,1,0,4,62,34,318,128,94,0.39,1,1,0.29,0,0,1,3,4,33,2,2,84,22,0,0,571,77,9,19,14,67,68.30%,22,13,73,6,3,6,4,5,7,1,0,0,1,0,0,0,2,2,0,0,5,0,0,3,2,0,0,5,4,1,1,1,0,2,1,0,0,3,3,10,22,102,225,244,12,50.00%,69.80%,108,30,84,124,158,0,17.9,13,45.20%,42,1.81,HFX vs CAV,2019-06-19,4tfd4it6sv7n7x6cvlq4xoewa,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052399,HFX vs CAV (2019-06-19)
136,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,1,3,1,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,2,6,58,24,362,177,103,0.51,0,0,0.37,0,0,4,3,7,18,0,0,56,9,0,0,568,47,9,18,11,62,73.00%,23,12,50,3,2,7,1,3,8,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,2,10,12,100,227,241,8,36.50%,77.30%,143,28,109,139,180,0,17.2,10,45.00%,20,1.42,CAV vs HFX,2019-05-25,4plypjjzuotlfysr9ym3f8woa,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052390,CAV vs HFX (2019-05-25)
